,sales_id,customer_id,product_id,date,number_of_unit_sold,total_sales
12381,S12382,CJB420,P28,2023-03-02,1,2.44
12382,S12383,CJB420,P11,2023-03-02,1,3.9
12383,S12384,CJB420,P46,2023-03-02,2,4.94
12384,S12385,CSH766,P26,2023-03-02,2,6.96
12385,S12386,CSH766,P41,2023-03-02,2,1.66
12386,S12387,CTG782,P34,2023-03-02,1,3.13
12387,S12388,CTG782,P39,2023-03-02,1,1.97
12388,S12389,CTG782,P33,2023-03-02,1,2.39
12389,S12390,CRF494,P14,2023-03-02,2,9.8
12390,S12391,CRF494,P16,2023-03-02,2,11.84
12391,S12392,CJB420,P2,2023-03-02,1,2.3
12392,S12393,CJB420,P18,2023-03-02,1,7.46
12393,S12394,CJB420,P47,2023-03-02,1,1.25
12394,S12395,CJB420,P25,2023-03-02,1,2.4
12395,S12396,CVM926,P18,2023-03-02,2,14.92
12396,S12397,CVM926,P35,2023-03-02,1,1.76
12397,S12398,CBB360,P18,2023-03-02,1,7.46
12398,S12399,CBB360,P19,2023-03-02,1,6.24
12399,S12400,CBB360,P13,2023-03-02,2,10.12
12400,S12401,CBB360,P47,2023-03-02,1,1.25
12401,S12402,CLT823,P45,2023-03-02,2,2.24
12402,S12403,CBH581,P40,2023-03-02,2,4.84
12403,S12404,CBH581,P15,2023-03-02,1,5.38
12404,S12405,CBH581,P36,2023-03-02,2,5.18
12405,S12406,CJS32,P16,2023-03-02,1,5.92
12406,S12407,CJS32,P29,2023-03-02,1,2.97
12407,S12408,CJS32,P24,2023-03-02,1,3.48
12408,S12409,CJS32,P47,2023-03-02,1,1.25
12409,S12410,CSG439,P28,2023-03-02,2,4.88
12410,S12411,CSG439,P20,2023-03-02,1,6.55
12411,S12412,CSG439,P39,2023-03-02,2,3.94
12412,S12413,CSG439,P13,2023-03-02,2,10.12
12413,S12414,CSG439,P45,2023-03-02,2,2.24
12414,S12415,CMN797,P39,2023-03-02,2,3.94
12415,S12416,CMN797,P42,2023-03-02,2,2.54
12416,S12417,CMN797,P9,2023-03-02,2,13.4
12417,S12418,CSB235,P47,2023-03-02,2,2.5
12418,S12419,CSB235,P41,2023-03-02,1,0.83
12419,S12420,CSB235,P50,2023-03-02,1,3.64
12420,S12421,CMC727,P12,2023-03-02,2,10.06
12421,S12422,CMC727,P41,2023-03-02,2,1.66
12422,S12423,CMC727,P17,2023-03-02,2,10.8
12423,S12424,CMC727,P39,2023-03-02,2,3.94
12424,S12425,CMC727,P3,2023-03-02,1,4.94
12425,S12426,CAB351,P34,2023-03-02,1,3.13
12426,S12427,CAB351,P2,2023-03-02,1,2.3
12427,S12428,CAB351,P27,2023-03-02,2,6.14
12428,S12429,CAB351,P15,2023-03-02,1,5.38
12429,S12430,CNB21,P24,2023-03-02,2,6.96
12430,S12431,CNB21,P44,2023-03-02,1,2.13
12431,S12432,CNB21,P7,2023-03-02,1,4.75
12432,S12433,CDR371,P10,2023-03-02,1,9.17
12433,S12434,CDR371,P23,2023-03-02,1,2.44
12434,S12435,CDR371,P20,2023-03-02,1,6.55
12435,S12436,CDR371,P5,2023-03-02,2,13.4
12436,S12437,CAP1,P28,2023-03-02,2,4.88
12437,S12438,CHS331,P33,2023-03-02,1,2.39
12438,S12439,CHS331,P15,2023-03-02,2,10.76
12439,S12440,CHS331,P20,2023-03-02,1,6.55
12440,S12441,CHS331,P8,2023-03-02,1,5.38
12441,S12442,CAE714,P35,2023-03-02,1,1.76
12442,S12443,CAE714,P47,2023-03-02,2,2.5
12443,S12444,CAE714,P31,2023-03-02,1,3.12
12444,S12445,CAE714,P49,2023-03-02,2,3.62
12445,S12446,CAE714,P50,2023-03-02,1,3.64
12446,S12447,CTL385,P29,2023-03-02,2,5.94
12447,S12448,CTL385,P8,2023-03-02,2,10.76
12448,S12449,CTL385,P27,2023-03-02,2,6.14
12449,S12450,CCB282,P44,2023-03-02,1,2.13
12450,S12451,CCB282,P45,2023-03-02,1,1.12
12451,S12452,CCB282,P34,2023-03-02,2,6.26
12452,S12453,CCB282,P23,2023-03-02,1,2.44
12453,S12454,CCB282,P28,2023-03-02,2,4.88
12454,S12455,CLJ639,P42,2023-03-02,2,2.54
12455,S12456,CLJ639,P21,2023-03-02,1,1.56
12456,S12457,CLJ639,P23,2023-03-02,1,2.44
12457,S12458,CLJ639,P34,2023-03-02,1,3.13
12458,S12459,CLJ639,P31,2023-03-02,1,3.12
12459,S12460,CAB351,P16,2023-03-02,2,11.84
12460,S12461,CAB351,P35,2023-03-02,1,1.76
12461,S12462,CAB351,P30,2023-03-02,1,2.42
12462,S12463,CAB351,P21,2023-03-02,2,3.12
12463,S12464,CJS223,P6,2023-03-03,2,14.52
12464,S12465,CDA605,P25,2023-03-03,1,2.4
12465,S12466,CDA605,P3,2023-03-03,1,4.94
12466,S12467,CDB359,P28,2023-03-03,1,2.44
12467,S12468,CDB359,P46,2023-03-03,2,4.94
12468,S12469,CDB359,P1,2023-03-03,1,2.67
12469,S12470,CDB359,P49,2023-03-03,2,3.62
12470,S12471,CPH817,P13,2023-03-03,2,10.12
12471,S12472,CPH817,P48,2023-03-03,2,5.78
12472,S12473,CPH817,P43,2023-03-03,2,2.26
12473,S12474,CPH817,P44,2023-03-03,2,4.26
12474,S12475,CJH871,P49,2023-03-03,2,3.62
12475,S12476,CJH871,P18,2023-03-03,2,14.92
12476,S12477,CJH871,P2,2023-03-03,2,4.6
12477,S12478,CJH871,P41,2023-03-03,2,1.66
12478,S12479,CJH871,P23,2023-03-03,1,2.44
12479,S12480,CBB436,P14,2023-03-03,2,9.8
12480,S12481,CBB436,P13,2023-03-03,2,10.12
12481,S12482,CEM426,P41,2023-03-03,2,1.66
12482,S12483,CEM426,P4,2023-03-03,1,5.84
12483,S12484,CEM426,P14,2023-03-03,1,4.9
12484,S12485,CEM426,P13,2023-03-03,2,10.12
12485,S12486,CEM426,P43,2023-03-03,1,1.13
12486,S12487,CSE951,P21,2023-03-03,1,1.56
12487,S12488,CJR996,P14,2023-03-03,1,4.9
12488,S12489,CJR996,P23,2023-03-03,2,4.88
12489,S12490,CMG950,P40,2023-03-03,1,2.42
12490,S12491,CMG950,P1,2023-03-03,1,2.67
12491,S12492,CMG950,P20,2023-03-03,2,13.1
12492,S12493,CMG950,P21,2023-03-03,2,3.12
12493,S12494,CSR989,P49,2023-03-03,1,1.81
12494,S12495,CSR989,P33,2023-03-03,1,2.39
12495,S12496,CSR989,P7,2023-03-03,2,9.5
12496,S12497,CAM626,P49,2023-03-03,1,1.81
12497,S12498,CCR712,P47,2023-03-03,2,2.5
12498,S12499,CCR712,P6,2023-03-03,1,7.26
12499,S12500,CCR712,P23,2023-03-03,1,2.44
12500,S12501,CCR712,P18,2023-03-03,2,14.92
12501,S12502,CCR712,P8,2023-03-03,1,5.38
12502,S12503,CKS323,P38,2023-03-03,2,5.78
12503,S12504,CKM641,P45,2023-03-03,2,2.24
12504,S12505,CBT108,P11,2023-03-03,1,3.9
12505,S12506,CBT108,P34,2023-03-03,2,6.26
12506,S12507,CBT108,P45,2023-03-03,1,1.12
12507,S12508,CBT108,P23,2023-03-03,1,2.44
12508,S12509,CBT108,P30,2023-03-03,2,4.84
12509,S12510,CMJ609,P34,2023-03-03,1,3.13
12510,S12511,CMJ609,P22,2023-03-03,1,2.24
12511,S12512,CMJ609,P27,2023-03-03,1,3.07
12512,S12513,CMJ609,P21,2023-03-03,2,3.12
12513,S12514,CSL102,P45,2023-03-03,2,2.24
12514,S12515,CSL102,P50,2023-03-03,2,7.28
12515,S12516,CSL102,P20,2023-03-03,2,13.1
12516,S12517,CGJ488,P42,2023-03-03,1,1.27
12517,S12518,CGJ488,P1,2023-03-03,2,5.34
12518,S12519,CGJ488,P22,2023-03-03,1,2.24
12519,S12520,CGJ488,P18,2023-03-03,2,14.92
12520,S12521,CJG243,P3,2023-03-03,2,9.88
12521,S12522,CJG243,P50,2023-03-03,1,3.64
12522,S12523,CJG243,P15,2023-03-03,1,5.38
12523,S12524,CJG243,P22,2023-03-03,2,4.48
12524,S12525,CJG243,P35,2023-03-03,2,3.52
12525,S12526,CBB97,P12,2023-03-03,1,5.03
12526,S12527,CBB97,P21,2023-03-03,2,3.12
12527,S12528,CBB97,P14,2023-03-03,2,9.8
12528,S12529,CBB97,P47,2023-03-03,1,1.25
12529,S12530,CCH896,P26,2023-03-03,1,3.48
12530,S12531,CDS729,P23,2023-03-03,1,2.44
12531,S12532,CDS729,P38,2023-03-03,2,5.78
12532,S12533,CCB297,P3,2023-03-03,1,4.94
12533,S12534,CCB297,P4,2023-03-03,1,5.84
12534,S12535,CCB297,P7,2023-03-03,1,4.75
12535,S12536,CCB297,P24,2023-03-03,2,6.96
12536,S12537,CAH758,P29,2023-03-03,2,5.94
12537,S12538,CAH758,P8,2023-03-03,2,10.76
12538,S12539,CMO822,P47,2023-03-03,1,1.25
12539,S12540,CMO822,P3,2023-03-03,1,4.94
12540,S12541,CMO822,P14,2023-03-03,2,9.8
12541,S12542,CMO822,P43,2023-03-03,1,1.13
12542,S12543,CBD341,P2,2023-03-03,2,4.6
12543,S12544,CBA753,P24,2023-03-03,2,6.96
12544,S12545,CBA753,P8,2023-03-03,1,5.38
12545,S12546,CBA753,P21,2023-03-03,1,1.56
12546,S12547,CCP600,P21,2023-03-03,1,1.56
12547,S12548,CCP600,P25,2023-03-03,1,2.4
12548,S12549,CMH73,P29,2023-03-03,1,2.97
12549,S12550,CMH73,P6,2023-03-03,2,14.52
12550,S12551,CAV945,P9,2023-03-03,1,6.7
12551,S12552,CAV945,P5,2023-03-03,1,6.7
12552,S12553,CAV945,P18,2023-03-03,1,7.46
12553,S12554,CAV945,P17,2023-03-03,2,10.8
12554,S12555,CAE781,P3,2023-03-03,1,4.94
12555,S12556,CAE781,P16,2023-03-03,2,11.84
12556,S12557,CAE781,P23,2023-03-03,2,4.88
12557,S12558,CAE781,P1,2023-03-03,2,5.34
12558,S12559,CAE781,P6,2023-03-03,2,14.52
12559,S12560,CBB523,P6,2023-03-03,2,14.52
12560,S12561,CBB523,P18,2023-03-03,1,7.46
12561,S12562,CBB523,P16,2023-03-03,1,5.92
12562,S12563,CBJ526,P44,2023-03-03,1,2.13
12563,S12564,CBJ526,P3,2023-03-03,1,4.94
12564,S12565,CBJ526,P7,2023-03-03,1,4.75
12565,S12566,CBJ526,P33,2023-03-03,2,4.78
12566,S12567,CGC189,P14,2023-03-03,2,9.8
12567,S12568,CGC189,P32,2023-03-03,2,9.2
12568,S12569,CGC189,P8,2023-03-03,1,5.38
12569,S12570,CDF780,P28,2023-03-03,2,4.88
12570,S12571,CDF780,P25,2023-03-03,1,2.4
12571,S12572,CVM631,P44,2023-03-03,1,2.13
12572,S12573,CVR773,P48,2023-03-03,1,2.89
12573,S12574,CVR773,P41,2023-03-03,2,1.66
12574,S12575,CVR773,P26,2023-03-03,2,6.96
12575,S12576,CVR773,P7,2023-03-03,1,4.75
12576,S12577,CBD42,P24,2023-03-03,2,6.96
12577,S12578,CLK336,P36,2023-03-03,2,5.18
12578,S12579,CLK336,P47,2023-03-03,1,1.25
12579,S12580,CLK336,P43,2023-03-03,1,1.13
12580,S12581,CLK336,P26,2023-03-03,2,6.96
12581,S12582,CLK336,P14,2023-03-03,1,4.9
12582,S12583,CRM437,P27,2023-03-03,2,6.14
12583,S12584,CRM437,P2,2023-03-03,1,2.3
12584,S12585,CKS831,P28,2023-03-03,2,4.88
12585,S12586,CKS831,P45,2023-03-03,1,1.12
12586,S12587,CKS831,P11,2023-03-03,1,3.9
12587,S12588,CKS831,P41,2023-03-03,2,1.66
12588,S12589,CKS831,P27,2023-03-03,2,6.14
12589,S12590,CLM888,P13,2023-03-03,1,5.06
12590,S12591,CLM888,P16,2023-03-03,2,11.84
12591,S12592,CTK975,P25,2023-03-03,1,2.4
12592,S12593,CTK975,P45,2023-03-03,2,2.24
12593,S12594,CTK975,P16,2023-03-03,1,5.92
12594,S12595,CJM972,P4,2023-03-03,1,5.84
12595,S12596,CJM972,P37,2023-03-03,1,3.92
12596,S12597,CKJ114,P18,2023-03-03,2,14.92
12597,S12598,CKJ114,P33,2023-03-03,1,2.39
12598,S12599,CKJ114,P8,2023-03-03,1,5.38
12599,S12600,CKJ114,P20,2023-03-03,1,6.55
12600,S12601,CKJ114,P29,2023-03-03,2,5.94
12601,S12602,CKF687,P20,2023-03-03,1,6.55
12602,S12603,CKF687,P26,2023-03-03,1,3.48
12603,S12604,CCJ771,P4,2023-03-03,1,5.84
12604,S12605,CAK625,P27,2023-03-03,2,6.14
12605,S12606,CAK625,P11,2023-03-03,1,3.9
12606,S12607,CTD608,P24,2023-03-03,1,3.48
12607,S12608,CTD608,P3,2023-03-03,1,4.94
12608,S12609,CTD608,P6,2023-03-03,2,14.52
12609,S12610,CTD608,P2,2023-03-03,2,4.6
12610,S12611,CCT541,P14,2023-03-03,2,9.8
12611,S12612,CGN287,P22,2023-03-03,1,2.24
12612,S12613,CGN287,P41,2023-03-03,1,0.83
12613,S12614,CGN287,P31,2023-03-03,1,3.12
12614,S12615,CGN287,P19,2023-03-03,2,12.48
12615,S12616,CBJ142,P36,2023-03-03,1,2.59
12616,S12617,CBJ142,P13,2023-03-03,1,5.06
12617,S12618,CBJ142,P20,2023-03-03,2,13.1
12618,S12619,CBJ142,P3,2023-03-03,1,4.94
12619,S12620,CBJ142,P5,2023-03-03,2,13.4
12620,S12621,CRJ731,P46,2023-03-03,1,2.47
12621,S12622,CRJ731,P48,2023-03-03,1,2.89
12622,S12623,CRJ731,P28,2023-03-03,2,4.88
12623,S12624,CKS831,P5,2023-03-03,1,6.7
12624,S12625,CTK175,P15,2023-03-03,1,5.38
12625,S12626,CTK175,P50,2023-03-03,1,3.64
12626,S12627,CTK175,P1,2023-03-03,1,2.67
12627,S12628,CTK175,P4,2023-03-03,1,5.84
12628,S12629,CTK175,P33,2023-03-03,2,4.78
12629,S12630,CMM480,P3,2023-03-03,1,4.94
12630,S12631,CMM480,P8,2023-03-03,1,5.38
12631,S12632,CMM480,P24,2023-03-03,1,3.48
12632,S12633,CMM480,P4,2023-03-03,2,11.68
12633,S12634,CJP505,P8,2023-03-03,1,5.38
12634,S12635,CJP505,P24,2023-03-03,1,3.48
12635,S12636,CKR740,P24,2023-03-03,2,6.96
12636,S12637,CKR740,P20,2023-03-03,1,6.55
12637,S12638,CKR740,P22,2023-03-03,1,2.24
12638,S12639,CKR740,P13,2023-03-03,1,5.06
12639,S12640,CKR740,P28,2023-03-03,1,2.44
12640,S12641,CSW556,P11,2023-03-03,2,7.8
12641,S12642,CSW556,P23,2023-03-03,2,4.88
12642,S12643,CSW556,P19,2023-03-03,2,12.48
12643,S12644,CCB282,P17,2023-03-03,2,10.8
12644,S12645,CCB282,P31,2023-03-03,1,3.12
12645,S12646,CCB282,P32,2023-03-03,2,9.2
12646,S12647,CAC858,P26,2023-03-03,1,3.48
12647,S12648,CAC858,P19,2023-03-03,1,6.24
12648,S12649,CRT37,P35,2023-03-03,1,1.76
12649,S12650,CRT37,P18,2023-03-03,2,14.92
12650,S12651,CRT37,P29,2023-03-03,2,5.94
12651,S12652,CRT37,P15,2023-03-03,2,10.76
12652,S12653,CSP786,P24,2023-03-03,1,3.48
12653,S12654,CSP786,P11,2023-03-03,1,3.9
12654,S12655,CSP786,P40,2023-03-03,2,4.84
12655,S12656,CSP786,P37,2023-03-03,2,7.84
12656,S12657,CSP786,P49,2023-03-03,1,1.81
12657,S12658,CAP1,P45,2023-03-03,1,1.12
12658,S12659,CAP1,P30,2023-03-03,1,2.42
12659,S12660,CAP1,P46,2023-03-03,2,4.94
12660,S12661,CAP1,P34,2023-03-03,1,3.13
12661,S12662,CTH726,P43,2023-03-03,2,2.26
12662,S12663,CTH726,P22,2023-03-03,2,4.48
12663,S12664,CTH726,P14,2023-03-03,1,4.9
12664,S12665,CTH726,P33,2023-03-03,2,4.78
12665,S12666,CTH726,P45,2023-03-03,2,2.24
12666,S12667,CCW396,P26,2023-03-03,1,3.48
12667,S12668,CCW396,P45,2023-03-03,2,2.24
12668,S12669,CGC355,P46,2023-03-03,2,4.94
12669,S12670,CGC355,P20,2023-03-03,2,13.1
12670,S12671,CGC355,P21,2023-03-03,2,3.12
12671,S12672,CGC355,P48,2023-03-03,2,5.78
12672,S12673,CKJ111,P8,2023-03-03,1,5.38
12673,S12674,CGM248,P48,2023-03-03,2,5.78
12674,S12675,CGM248,P34,2023-03-03,2,6.26
12675,S12676,CGM248,P39,2023-03-03,2,3.94
12676,S12677,CGM248,P20,2023-03-03,1,6.55
12677,S12678,CGM248,P6,2023-03-03,2,14.52
12678,S12679,CSM537,P41,2023-03-03,2,1.66
12679,S12680,CSM537,P48,2023-03-03,2,5.78
12680,S12681,CSM537,P16,2023-03-03,2,11.84
12681,S12682,CSM537,P37,2023-03-03,1,3.92
12682,S12683,CCP600,P44,2023-03-03,2,4.26
12683,S12684,CCP600,P16,2023-03-03,2,11.84
12684,S12685,CJT79,P4,2023-03-03,2,11.68
12685,S12686,CJT79,P36,2023-03-03,1,2.59
12686,S12687,CJT79,P23,2023-03-03,2,4.88
12687,S12688,CCJ51,P15,2023-03-03,2,10.76
12688,S12689,CCJ51,P37,2023-03-03,2,7.84
12689,S12690,CCJ51,P17,2023-03-03,2,10.8
12690,S12691,CCJ51,P46,2023-03-03,1,2.47
12691,S12692,CEC698,P11,2023-03-03,1,3.9
12692,S12693,CEC698,P48,2023-03-03,2,5.78
12693,S12694,CEC698,P13,2023-03-03,1,5.06
12694,S12695,CEC698,P18,2023-03-03,2,14.92
12695,S12696,CEC698,P32,2023-03-03,2,9.2
12696,S12697,CLG274,P46,2023-03-03,2,4.94
12697,S12698,CLG274,P40,2023-03-03,2,4.84
12698,S12699,CLG274,P34,2023-03-03,1,3.13
12699,S12700,CLG274,P21,2023-03-03,2,3.12
12700,S12701,CGH100,P2,2023-03-03,2,4.6
12701,S12702,CGH100,P3,2023-03-03,1,4.94
12702,S12703,CGH100,P38,2023-03-03,1,2.89
12703,S12704,CDJ130,P12,2023-03-03,2,10.06
12704,S12705,CDJ130,P42,2023-03-03,1,1.27
12705,S12706,CSP786,P8,2023-03-03,1,5.38
12706,S12707,CSP786,P21,2023-03-03,1,1.56
12707,S12708,CSP786,P11,2023-03-03,1,3.9
12708,S12709,CSP786,P38,2023-03-03,2,5.78
12709,S12710,CRK905,P15,2023-03-03,2,10.76
12710,S12711,CRK905,P33,2023-03-03,1,2.39
12711,S12712,CEM163,P34,2023-03-03,1,3.13
12712,S12713,CEM163,P8,2023-03-03,1,5.38
12713,S12714,CEM163,P10,2023-03-03,1,9.17
12714,S12715,CEM163,P35,2023-03-03,1,1.76
12715,S12716,CEM163,P4,2023-03-03,2,11.68
12716,S12717,CMM480,P22,2023-03-03,2,4.48
12717,S12718,CMM480,P36,2023-03-03,1,2.59
12718,S12719,CMM480,P39,2023-03-03,1,1.97
12719,S12720,CMM480,P6,2023-03-03,2,14.52
12720,S12721,CTM22,P39,2023-03-03,1,1.97
12721,S12722,CTM22,P3,2023-03-03,1,4.94
12722,S12723,CTM22,P18,2023-03-03,2,14.92
12723,S12724,CMS16,P2,2023-03-03,2,4.6
12724,S12725,CMS16,P49,2023-03-03,1,1.81
12725,S12726,CMS16,P24,2023-03-03,2,6.96
12726,S12727,CMS16,P10,2023-03-03,2,18.34
12727,S12728,CMS16,P43,2023-03-03,1,1.13
12728,S12729,CPR874,P7,2023-03-03,2,9.5
12729,S12730,CPR874,P36,2023-03-03,1,2.59
12730,S12731,CPR874,P45,2023-03-03,2,2.24
12731,S12732,CPR874,P49,2023-03-03,1,1.81
12732,S12733,CML917,P2,2023-03-03,1,2.3
12733,S12734,CML917,P18,2023-03-03,2,14.92
12734,S12735,CML917,P30,2023-03-03,1,2.42
12735,S12736,CML917,P42,2023-03-03,2,2.54
12736,S12737,CAH87,P46,2023-03-03,2,4.94
12737,S12738,CAH87,P18,2023-03-03,2,14.92
12738,S12739,CAH87,P48,2023-03-03,1,2.89
12739,S12740,CBP339,P18,2023-03-03,1,7.46
12740,S12741,CBP339,P49,2023-03-03,2,3.62
12741,S12742,CBP339,P40,2023-03-03,1,2.42
12742,S12743,CBP339,P9,2023-03-03,1,6.7
12743,S12744,CBP339,P48,2023-03-03,1,2.89
12744,S12745,CMW213,P3,2023-03-03,2,9.88
12745,S12746,CMW213,P40,2023-03-03,2,4.84
12746,S12747,CAM920,P29,2023-03-03,2,5.94
12747,S12748,CAM920,P17,2023-03-03,1,5.4
12748,S12749,CLM700,P36,2023-03-03,1,2.59
12749,S12750,COJ345,P40,2023-03-03,1,2.42
12750,S12751,COJ345,P24,2023-03-03,2,6.96
12751,S12752,COJ345,P39,2023-03-03,1,1.97
12752,S12753,CSH152,P4,2023-03-03,2,11.68
12753,S12754,CSH152,P21,2023-03-03,1,1.56
12754,S12755,CSH152,P14,2023-03-03,2,9.8
12755,S12756,CSH152,P10,2023-03-03,1,9.17
12756,S12757,CKF606,P47,2023-03-03,1,1.25
12757,S12758,CKF606,P9,2023-03-03,1,6.7
12758,S12759,CHM840,P4,2023-03-03,2,11.68
12759,S12760,CHM840,P13,2023-03-03,2,10.12
12760,S12761,CHM840,P42,2023-03-03,2,2.54
12761,S12762,CJM972,P18,2023-03-03,2,14.92
12762,S12763,CKR202,P15,2023-03-03,1,5.38
12763,S12764,CKR202,P18,2023-03-03,1,7.46
12764,S12765,CKR202,P23,2023-03-03,2,4.88
12765,S12766,CKR202,P6,2023-03-03,1,7.26
12766,S12767,CSM627,P28,2023-03-03,1,2.44
12767,S12768,CSM627,P24,2023-03-03,2,6.96
12768,S12769,CSM627,P5,2023-03-03,2,13.4
12769,S12770,CSM627,P20,2023-03-03,1,6.55
12770,S12771,CSM627,P12,2023-03-03,1,5.03
12771,S12772,CKR628,P19,2023-03-03,2,12.48
12772,S12773,CKR628,P2,2023-03-03,2,4.6
12773,S12774,CKR628,P41,2023-03-03,2,1.66
12774,S12775,CNU423,P44,2023-03-03,1,2.13
12775,S12776,CNU423,P14,2023-03-03,2,9.8
12776,S12777,CNU423,P29,2023-03-03,2,5.94
12777,S12778,CJC450,P48,2023-03-03,2,5.78
12778,S12779,CJC450,P28,2023-03-03,2,4.88
12779,S12780,CJC450,P5,2023-03-03,2,13.4
12780,S12781,CMH534,P1,2023-03-03,2,5.34
12781,S12782,CAP829,P22,2023-03-03,2,4.48
12782,S12783,CAP829,P7,2023-03-03,1,4.75
12783,S12784,CAP829,P21,2023-03-03,2,3.12
12784,S12785,CMT159,P27,2023-03-03,2,6.14
12785,S12786,CMT159,P7,2023-03-03,2,9.5
12786,S12787,CMT159,P30,2023-03-03,1,2.42
12787,S12788,CMT159,P29,2023-03-03,2,5.94
12788,S12789,CMT159,P49,2023-03-03,2,3.62
12789,S12790,CMB924,P29,2023-03-03,1,2.97
12790,S12791,CMB924,P43,2023-03-03,1,1.13
12791,S12792,CMB924,P40,2023-03-03,2,4.84
12792,S12793,CMB924,P26,2023-03-03,1,3.48
12793,S12794,CMB924,P1,2023-03-03,1,2.67
12794,S12795,CRB257,P46,2023-03-03,1,2.47
12795,S12796,CRB257,P18,2023-03-03,1,7.46
12796,S12797,CRB257,P45,2023-03-03,1,1.12
12797,S12798,CKC847,P43,2023-03-03,2,2.26
12798,S12799,CKC847,P23,2023-03-03,2,4.88
12799,S12800,CKC847,P41,2023-03-03,2,1.66
12800,S12801,CKC847,P31,2023-03-03,2,6.24
12801,S12802,CKC847,P9,2023-03-03,2,13.4
12802,S12803,COA270,P25,2023-03-03,2,4.8
12803,S12804,COA270,P7,2023-03-03,2,9.5
12804,S12805,COA270,P24,2023-03-03,2,6.96
12805,S12806,CSM937,P34,2023-03-03,1,3.13
12806,S12807,CSM937,P23,2023-03-03,2,4.88
12807,S12808,CSM937,P18,2023-03-03,1,7.46
12808,S12809,CSM937,P35,2023-03-03,1,1.76
12809,S12810,CSM937,P22,2023-03-03,2,4.48
12810,S12811,CCE958,P12,2023-03-03,1,5.03
12811,S12812,CCE958,P32,2023-03-03,2,9.2
12812,S12813,CCE958,P47,2023-03-03,2,2.5
12813,S12814,CCE958,P48,2023-03-03,2,5.78
12814,S12815,CCE958,P34,2023-03-03,1,3.13
12815,S12816,CRH657,P19,2023-03-03,1,6.24
12816,S12817,CRH657,P8,2023-03-03,1,5.38
12817,S12818,CAH109,P23,2023-03-03,2,4.88
12818,S12819,CAH109,P8,2023-03-03,1,5.38
12819,S12820,CAH109,P19,2023-03-03,1,6.24
12820,S12821,CAH109,P46,2023-03-03,2,4.94
12821,S12822,CAH109,P4,2023-03-03,2,11.68
12822,S12823,CMS577,P6,2023-03-03,1,7.26
12823,S12824,CMS577,P2,2023-03-03,1,2.3
12824,S12825,CMS577,P5,2023-03-03,2,13.4
12825,S12826,CMS577,P34,2023-03-03,1,3.13
12826,S12827,CMS577,P19,2023-03-03,1,6.24
12827,S12828,CJM879,P25,2023-03-03,2,4.8
12828,S12829,CJM879,P28,2023-03-03,2,4.88
12829,S12830,CJM879,P6,2023-03-03,1,7.26
12830,S12831,CMM536,P30,2023-03-03,2,4.84
12831,S12832,CAH514,P49,2023-03-03,1,1.81
12832,S12833,CAH514,P9,2023-03-03,2,13.4
12833,S12834,CAH514,P44,2023-03-03,2,4.26
12834,S12835,CSC251,P24,2023-03-03,1,3.48
12835,S12836,CSC251,P4,2023-03-03,1,5.84
12836,S12837,CSC251,P5,2023-03-03,1,6.7
12837,S12838,CSC251,P35,2023-03-03,1,1.76
12838,S12839,CKD962,P14,2023-03-03,1,4.9
12839,S12840,CKD962,P28,2023-03-03,2,4.88
12840,S12841,CKD962,P2,2023-03-03,2,4.6
12841,S12842,CMW804,P15,2023-03-04,2,10.76
12842,S12843,CMW804,P38,2023-03-04,1,2.89
12843,S12844,CMW804,P1,2023-03-04,1,2.67
12844,S12845,CMW804,P34,2023-03-04,1,3.13
12845,S12846,CDD868,P41,2023-03-04,1,0.83
12846,S12847,CDD868,P27,2023-03-04,1,3.07
12847,S12848,CDD868,P16,2023-03-04,2,11.84
12848,S12849,CDD868,P29,2023-03-04,2,5.94
12849,S12850,CTJ928,P20,2023-03-04,2,13.1
12850,S12851,CTJ928,P21,2023-03-04,2,3.12
12851,S12852,CTJ928,P32,2023-03-04,1,4.6
12852,S12853,CGN953,P27,2023-03-04,1,3.07
12853,S12854,CGN953,P36,2023-03-04,2,5.18
12854,S12855,CGN953,P34,2023-03-04,2,6.26
12855,S12856,CSG246,P11,2023-03-04,1,3.9
12856,S12857,CSG246,P21,2023-03-04,2,3.12
12857,S12858,CSG246,P50,2023-03-04,2,7.28
12858,S12859,CSG246,P15,2023-03-04,1,5.38
12859,S12860,CRB683,P36,2023-03-04,2,5.18
12860,S12861,CMC833,P11,2023-03-04,2,7.8
12861,S12862,CMC833,P29,2023-03-04,1,2.97
12862,S12863,CMC833,P48,2023-03-04,1,2.89
12863,S12864,CTK552,P12,2023-03-04,2,10.06
12864,S12865,CTK552,P34,2023-03-04,1,3.13
12865,S12866,CTS815,P38,2023-03-04,2,5.78
12866,S12867,CSW421,P19,2023-03-04,2,12.48
12867,S12868,CSW421,P50,2023-03-04,2,7.28
12868,S12869,CMW386,P33,2023-03-04,1,2.39
12869,S12870,CTW311,P50,2023-03-04,1,3.64
12870,S12871,CTW311,P17,2023-03-04,2,10.8
12871,S12872,CTW311,P28,2023-03-04,2,4.88
12872,S12873,CTW311,P40,2023-03-04,1,2.42
12873,S12874,CKG894,P29,2023-03-04,1,2.97
12874,S12875,CKG894,P20,2023-03-04,1,6.55
12875,S12876,CKG894,P48,2023-03-04,1,2.89
12876,S12877,CCT538,P33,2023-03-04,1,2.39
12877,S12878,CCT538,P7,2023-03-04,2,9.5
